ASSISTANCE_YEAR,ASSISTANCE_TERM,UNIVERSITY,AGE,COUNTY,NUMBER_OF_STUDENTS
2019,2,İstanbul Kültür Üniversitesi,19,FATİH,2
2019,1,İstanbul Üniversitesi,24,ÜSKÜDAR,3
2020,1,Boğaziçi Üniversitesi,21,EYÜPSULTAN,2
2020,1,İstanbul Kent Üniversitesi,19,GAZİOSMANPAŞA,2
2020,1,Ondokuz Mayıs Üniversitesi,20,PENDİK,6
2019,1,Bilecik Şeyh Edebali Üniversitesi,21,SULTANBEYLİ,2
2019,1,Sakarya Üniversitesi,25,GAZİOSMANPAŞA,1
2019,1,Galatasaray Üniversitesi,20,MALTEPE,1
2019,1,Nişantaşı Üniversitesi,24,ZEYTİNBURNU,1
2020,1,Mersin Üniversitesi,18,SİLİVRİ,1
2019,2,İstanbul Medeniyet Üniversitesi,23,BAHÇELİEVLER,1
2019,1,Doğuş Üniversitesi,21,ESENLER,1
2020,1,Kafkas Üniversitesi,19,BEYKOZ,1
2019,1,Orta Doğu Teknik Üniversitesi,22,ÇEKMEKÖY,1
2019,1,Sağlık Bilimleri Üniversitesi,19,KADIKÖY,1
2020,1,Bartın Üniversitesi,21,KARTAL,3
2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,20,EYÜPSULTAN,4
2020,1,Yalova Üniversitesi,20,SULTANGAZİ,5
2019,1,Yıldız Teknik Üniversitesi,19,SARIYER,1
2020,1,Çankırı Karatekin Üniversitesi,18,SULTANBEYLİ,1
2019,2,İnönü Üniversitesi,25,ÜMRANİYE,1
2019,1,İstinye Üniversitesi,19,ZEYTİNBURNU,1
2019,1,Yeditepe Üniversitesi,19,KARTAL,1
2019,2,Kırklareli Üniversitesi,21,ARNAVUTKÖY,7
2020,1,İstanbul Medeniyet Üniversitesi,20,KADIKÖY,9
2019,2,İstanbul Teknik Üniversitesi,22,TUZLA,1
2019,2,Recep Tayyip Erdoğan,21,KÜÇÜKÇEKMECE,2
2020,1,Bahçeşehir Üniversitesi,19,SULTANBEYLİ,1
2019,1,İstanbul Ticaret Üniversitesi,23,BEYOĞLU,1
2020,1,Beykent Üniversitesi,19,ÜMRANİYE,1
2020,1,Bursa Teknik Üniversitesi,19,KAĞITHANE,1
2019,1,İskenderun Teknik Üniversitesi,22,KÜÇÜKÇEKMECE,1
2020,1,Karadeniz Teknik Üniversitesi,25,MALTEPE,1
2019,1,Marmara Üniversitesi,23,ATAŞEHİR,7
2019,2,İstanbul Gelişim Üniversitesi,20,ESENYURT,3
2019,2,Harran Üniversitesi,22,ZEYTİNBURNU,1
2019,2,Niğde Ömer Halisdemir,22,SANCAKTEPE,1
2020,1,Konya Teknik Üniversitesi,22,KÜÇÜKÇEKMECE,2
2019,1,Üsküdar Üniversitesi,22,KÜÇÜKÇEKMECE,2
2019,1,Kütahya Dumlupınar Üniversitesi,23,SULTANBEYLİ,1
2020,1,Marmara Üniversitesi,25,BAHÇELİEVLER,2
2019,2,Selçuk Üniversitesi,21,BEYOĞLU,1
2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,22,BEŞİKTAŞ,1
2020,1,Kocaeli Üniversitesi,23,EYÜPSULTAN,1
2020,1,Gaziantep Üniversitesi,23,KAĞITHANE,1
2019,2,Zonguldak Bülent Ecevit Üniversitesi,19,PENDİK,1
2019,2,Eskişehir Osmangazi Üniversitesi,21,SULTANBEYLİ,1
2019,2,Tekirdağ Namık Kemal,21,SULTANGAZİ,6
2020,1,Ondokuz Mayıs Üniversitesi,19,ARNAVUTKÖY,2
2019,2,Karabük Üniversitesi,20,GAZİOSMANPAŞA,1
2019,1,Nevşehir Hacı Bektaş Veli Üniversitesi,21,KÜÇÜKÇEKMECE,1
2019,1,Sağlık Bilimleri Üniversitesi,22,BEYKOZ,1
2020,1,Karabük Üniversitesi,23,BAHÇELİEVLER,1
2019,2,Bursa Teknik Üniversitesi,22,SİLİVRİ,1
2020,1,Koç Üniversitesi,18,ÜMRANİYE,1
2019,2,Muğla Sıtkı Koçman Üniversitesi,22,BAĞCILAR,2
2020,1,İstanbul Medeniyet Üniversitesi,19,MALTEPE,14
2019,1,Zonguldak Bülent Ecevit Üniversitesi,19,ATAŞEHİR,1
2020,1,Sivas Cumhuriyet Üniversitesi,20,BEYOĞLU,2
2019,2,Erciyes Üniversitesi,23,ESENLER,1
2020,1,Uşak Üniversitesi,22,ÜSKÜDAR,1
2020,1,Ordu Üniversitesi,22,SULTANGAZİ,1
2019,2,İstanbul Ticaret Üniversitesi,22,KÜÇÜKÇEKMECE,1
2019,2,Kırklareli Üniversitesi,22,PENDİK,7
2020,1,İzmir Bakırçay Üniversitesi,20,AVCILAR,1
2019,2,İstanbul Üniversitesi-Cerrahpaşa,19,ÇEKMEKÖY,2
2019,1,Muğla Sıtkı Koçman Üniversitesi,20,GAZİOSMANPAŞA,1
2019,2,Samsun Üniversitesi,21,PENDİK,1
2019,1,Yıldız Teknik Üniversitesi,20,BEYOĞLU,3
2019,1,İstanbul Sabahattin Zaim Üniversitesi,24,MALTEPE,1
2019,2,Kocaeli Üniversitesi,20,SİLİVRİ,2
2019,2,Yıldız Teknik Üniversitesi,23,GÜNGÖREN,5
2020,1,Kütahya Dumlupınar Üniversitesi,21,ÜMRANİYE,2
2020,1,Karadeniz Teknik Üniversitesi,21,BAĞCILAR,3
2020,1,Trakya Üniversitesi,18,MALTEPE,1
2020,1,Muğla Sıtkı Koçman Üniversitesi,18,EYÜPSULTAN,2
2019,1,İstanbul Medeniyet Üniversitesi,21,SARIYER,1
2019,1,Muğla Sıtkı Koçman Üniversitesi,25,KÜÇÜKÇEKMECE,1
2020,1,Nişantaşı Üniversitesi,18,BAŞAKŞEHİR,2
2019,1,İstanbul Gelişim Üniversitesi,20,KÜÇÜKÇEKMECE,4
2020,1,Dicle Üniversitesi,23,ÜMRANİYE,1
2020,1,Bursa Uludağ Üniversitesi,24,BAŞAKŞEHİR,1
2019,2,Yıldız Teknik Üniversitesi,24,SULTANGAZİ,2
2019,2,Fatih Sultan Mehmet Vakıf Üniversitesi,22,ZEYTİNBURNU,1
2019,2,Marmara Üniversitesi,19,KÜÇÜKÇEKMECE,5
2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,19,SULTANGAZİ,1
2020,1,Üsküdar Üniversitesi,20,ARNAVUTKÖY,1
2019,2,Tokat Gaziosmanpaşa,21,PENDİK,2
2019,1,İstanbul Teknik Üniversitesi,20,SARIYER,1
2020,1,Bursa Uludağ Üniversitesi,20,ŞİŞLİ,4
2019,2,İstanbul Bilgi Üniversitesi,21,SULTANGAZİ,1
2020,1,Hacettepe Üniversitesi,19,EYÜPSULTAN,2
2020,1,İstanbul Sabahattin Zaim Üniversitesi,21,BAYRAMPAŞA,1
2019,1,İstanbul Üniversitesi,24,ESENYURT,2
2019,2,İstanbul Üniversitesi-Cerrahpaşa,23,KÜÇÜKÇEKMECE,10
2020,1,Siirt Üniversitesi,24,ŞİŞLİ,1
2019,1,Marmara Üniversitesi,22,TUZLA,6
2020,1,İstanbul Gedik Üniversitesi,24,PENDİK,2
2020,1,Bursa Teknik Üniversitesi,22,BAĞCILAR,1
2020,1,Giresun Üniversitesi,24,SANCAKTEPE,1
2019,2,Bolu Abant İzzet Baysal Üniversitesi,20,ATAŞEHİR,1
2020,1,İstanbul Yeni Yüzyıl Üniversitesi,23,ÜSKÜDAR,1
2019,2,Bursa Uludağ Üniversitesi,22,TUZLA,1
2019,2,İstanbul Medipol Üniversitesi,24,SULTANGAZİ,1
2019,2,Yıldız Teknik Üniversitesi,20,PENDİK,4
2019,2,Atatürk Üniversitesi,20,ESENLER,2
2019,1,Muğla Sıtkı Koçman Üniversitesi,20,BAĞCILAR,4
2019,2,Fatih Sultan Mehmet Vakıf Üniversitesi,22,ÜSKÜDAR,2
2020,1,Biruni Üniversitesi,21,BAĞCILAR,1
2019,2,İstanbul Üniversitesi-Cerrahpaşa,23,KADIKÖY,1
2019,1,Sakarya Üniversitesi,19,KAĞITHANE,1
2019,2,İstanbul Kültür Üniversitesi,25,BEYLİKDÜZÜ,1
2020,1,Kocaeli Üniversitesi,20,BAĞCILAR,17
2020,1,Bolu Abant İzzet Baysal Üniversitesi,21,AVCILAR,3
2020,1,Ege Üniversitesi,20,TUZLA,1
2020,1,Boğaziçi Üniversitesi,24,ÇEKMEKÖY,1
2020,1,Çankırı Karatekin Üniversitesi,22,ESENYURT,1
2020,1,Ege Üniversitesi,20,BAHÇELİEVLER,3
2019,2,Bartın Üniversitesi,23,KÜÇÜKÇEKMECE,1
2020,1,Anadolu Üniversitesi,25,ESENYURT,1
2020,1,Ondokuz Mayıs Üniversitesi,19,BAĞCILAR,2
2019,1,İstanbul Kültür Üniversitesi,19,ŞİŞLİ,1
2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,19,ESENLER,2
2019,1,Kırklareli Üniversitesi,23,SİLİVRİ,3
2019,2,İstanbul Ayvansaray Üniversitesi,20,ESENLER,1
2020,1,İstanbul Sabahattin Zaim Üniversitesi,23,ESENYURT,2
2020,1,Kocaeli Üniversitesi,20,BEYKOZ,2
2019,2,İstanbul Gedik Üniversitesi,19,SANCAKTEPE,1
2020,1,İstanbul Ayvansaray Üniversitesi,20,AVCILAR,1
2019,2,Gebze Teknik Üniversitesi,23,PENDİK,5
2020,1,İstinye Üniversitesi,21,BEYLİKDÜZÜ,1
2019,2,Kırklareli Üniversitesi,21,BAĞCILAR,9
2020,1,Kırklareli Üniversitesi,23,ÇEKMEKÖY,1
2019,1,Yıldız Teknik Üniversitesi,21,ÇEKMEKÖY,2
2019,2,Sağlık Bilimleri Üniversitesi,26,SANCAKTEPE,1
2019,2,Selçuk Üniversitesi,23,ÜMRANİYE,1
2020,1,Trakya Üniversitesi,23,BAHÇELİEVLER,7
2020,1,Manisa Celâl Bayar Üniversitesi,20,PENDİK,2
2019,1,Uşak Üniversitesi,20,ÜMRANİYE,1
2019,1,Kocaeli Üniversitesi,25,BAĞCILAR,1
2020,1,Boğaziçi Üniversitesi,20,AVCILAR,1
2020,1,İstanbul Üniversitesi,19,BAYRAMPAŞA,4
2019,1,İstanbul Üniversitesi-Cerrahpaşa,21,KÜÇÜKÇEKMECE,10
2020,1,Yeditepe Üniversitesi,23,KADIKÖY,1
2020,1,Haliç Üniversitesi,21,GÜNGÖREN,1
2020,1,Bursa Teknik Üniversitesi,21,BAŞAKŞEHİR,1
2019,2,Kırklareli Üniversitesi,23,AVCILAR,3
2020,1,İstanbul Üniversitesi,23,BEYLİKDÜZÜ,2
2019,2,İstanbul Medeniyet Üniversitesi,24,ZEYTİNBURNU,2
2020,1,İstanbul Medeniyet Üniversitesi,22,KAĞITHANE,5
2019,2,Hitit Üniversitesi,21,SANCAKTEPE,1
2020,1,Gazi Üniversitesi,19,SULTANGAZİ,1
2019,2,Gazi Üniversitesi,20,MALTEPE,1
2019,1,Kırklareli Üniversitesi,23,FATİH,2
2019,1,Anadolu Üniversitesi,21,BEYOĞLU,1
2019,2,Atatürk Üniversitesi,22,BEYKOZ,1
2019,2,Gazi Üniversitesi,24,BEYKOZ,1
2020,1,Samsun Üniversitesi,18,BEYOĞLU,1
2020,1,Bursa Uludağ Üniversitesi,19,ÇATALCA,1
2019,2,Konya Teknik Üniversitesi,20,SULTANGAZİ,1
2019,1,İstanbul Teknik Üniversitesi,25,FATİH,1
2020,1,Marmara Üniversitesi,18,EYÜPSULTAN,6
2019,2,İstanbul Üniversitesi-Cerrahpaşa,22,SULTANBEYLİ,3
2020,1,Uşak Üniversitesi,21,ARNAVUTKÖY,1
2019,1,Sakarya Üniversitesi,25,SANCAKTEPE,1
2020,1,Galatasaray Üniversitesi,22,BAYRAMPAŞA,1
2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,22,GAZİOSMANPAŞA,1
2020,1,Eskişehir Teknik Üniversitesi,18,KÜÇÜKÇEKMECE,1
2019,1,Doğuş Üniversitesi,25,ARNAVUTKÖY,1
2019,2,İstanbul Gelişim Üniversitesi,21,SULTANGAZİ,1
2019,1,İstanbul Yeni Yüzyıl Üniversitesi,21,BAHÇELİEVLER,1
2019,1,İstanbul Üniversitesi,24,ESENLER,2
2020,1,Ondokuz Mayıs Üniversitesi,23,SULTANBEYLİ,1
2019,1,İstanbul Medipol Üniversitesi,20,BEYOĞLU,2
2019,2,Muğla Sıtkı Koçman Üniversitesi,21,BEYOĞLU,1
2019,1,Fırat Üniversitesi,23,SARIYER,1
2019,1,Aydın Adnan Menderes,19,AVCILAR,2
2020,1,Osmaniye Korkut Ata Üniversitesi,21,SULTANBEYLİ,1
2019,2,Giresun Üniversitesi,20,BAĞCILAR,3
2020,1,Yozgat Bozok Üniversitesi,20,ATAŞEHİR,1
2019,1,Selçuk Üniversitesi,21,BAHÇELİEVLER,1
2020,1,Akdeniz Üniversitesi,22,ZEYTİNBURNU,3
2019,2,İskenderun Teknik Üniversitesi,22,GÜNGÖREN,1
2020,1,Giresun Üniversitesi,21,ARNAVUTKÖY,2
2019,1,Trakya Üniversitesi,26,BEYOĞLU,1
2019,1,Tekirdağ Namık Kemal,23,ŞİŞLİ,1
2020,1,Yozgat Bozok Üniversitesi,19,TUZLA,1
2019,1,Kastamonu Üniversitesi,21,SULTANGAZİ,2
2019,2,Giresun Üniversitesi,22,KÜÇÜKÇEKMECE,1
2019,2,İstanbul Şehir Üniversitesi,22,BAŞAKŞEHİR,1
2019,1,Erzurum Teknik Üniversitesi,20,KARTAL,1
2020,1,Tekirdağ Namık Kemal,23,SANCAKTEPE,1
2019,2,Bolu Abant İzzet Baysal Üniversitesi,23,EYÜPSULTAN,2
2019,1,Süleyman Demirel Üniversitesi,22,KARTAL,1
2019,1,Kocaeli Üniversitesi,21,MALTEPE,8
2019,1,Sakarya Uygulamalı Bilimler Üniversitesi,22,ESENYURT,1
2020,1,Bolu Abant İzzet Baysal Üniversitesi,22,ESENYURT,9
2020,1,İstanbul Medipol Üniversitesi,22,SARIYER,2
2019,1,Fatih Sultan Mehmet Vakıf Üniversitesi,19,ÜMRANİYE,1
2019,2,Trakya Üniversitesi,20,ATAŞEHİR,2
2019,2,Sakarya Üniversitesi,23,SULTANGAZİ,4
2019,2,İstanbul Ticaret Üniversitesi,23,BAYRAMPAŞA,1
2019,2,İstanbul Medeniyet Üniversitesi,23,BAŞAKŞEHİR,2
2019,1,İstanbul Medipol Üniversitesi,22,BAHÇELİEVLER,2
2019,1,Van Yüzüncü Yıl Üniversitesi,20,ESENYURT,3
2020,1,Artvin Çoruh Üniversitesi,23,PENDİK,1
2019,1,Niğde Ömer Halisdemir,20,EYÜPSULTAN,1
2019,2,Dokuz Eylül Üniversitesi,20,ÇATALCA,1
2019,1,İstanbul Medeniyet Üniversitesi,24,ÜMRANİYE,1
2020,1,Trabzon Üniversitesi,20,ATAŞEHİR,1
2019,2,Ege Üniversitesi,24,MALTEPE,1
2019,2,Kırklareli Üniversitesi,23,BEYLİKDÜZÜ,2
2019,1,İstanbul Esenyurt Üniversitesi,20,BEYLİKDÜZÜ,2
2019,2,Trakya Üniversitesi,24,FATİH,2
2019,2,Mersin Üniversitesi,20,BEYOĞLU,1
2019,2,Altınbaş Üniversitesi,21,ZEYTİNBURNU,1
2020,1,İnönü Üniversitesi,18,SULTANGAZİ,2
2020,1,İstanbul Esenyurt Üniversitesi,23,KÜÇÜKÇEKMECE,1
2019,2,Muğla Sıtkı Koçman Üniversitesi,19,SANCAKTEPE,1
2019,1,Ondokuz Mayıs Üniversitesi,24,BEYKOZ,1
2020,1,Aydın Adnan Menderes,18,ÇEKMEKÖY,1
2020,1,Tekirdağ Namık Kemal,21,ESENLER,11
2019,1,Tekirdağ Namık Kemal,21,BAKIRKÖY,1
2020,1,Kırşehir Ahi Evran Üniversitesi,23,PENDİK,1
2020,1,Marmara Üniversitesi,25,SULTANGAZİ,2
2020,1,İstanbul Teknik Üniversitesi,25,GÜNGÖREN,1
2020,1,Nevşehir Hacı Bektaş Veli Üniversitesi,21,KÜÇÜKÇEKMECE,2
2020,1,Yalova Üniversitesi,23,GAZİOSMANPAŞA,1
2020,1,Mardin Artuklu Üniversitesi,23,SULTANGAZİ,1
2019,2,Gebze Teknik Üniversitesi,21,SULTANBEYLİ,1
2020,1,İstanbul Medeniyet Üniversitesi,25,ATAŞEHİR,2
2020,1,Galatasaray Üniversitesi,22,BEŞİKTAŞ,1
2019,2,Trakya Üniversitesi,22,SULTANGAZİ,9
2019,2,Trakya Üniversitesi,24,BÜYÜKÇEKMECE,1
2019,2,Bolu Abant İzzet Baysal Üniversitesi,19,BAHÇELİEVLER,1
2020,1,Haliç Üniversitesi,20,ARNAVUTKÖY,1
2020,1,Kırıkkale Üniversitesi,21,EYÜPSULTAN,1
2020,1,Düzce Üniversitesi,23,BAHÇELİEVLER,3
2019,2,Bilecik Şeyh Edebali Üniversitesi,21,SANCAKTEPE,1
2019,1,Yıldız Teknik Üniversitesi,23,SANCAKTEPE,1
2019,1,Dicle Üniversitesi,23,ARNAVUTKÖY,1
2019,2,Düzce Üniversitesi,23,ZEYTİNBURNU,3
2019,1,Sakarya Üniversitesi,21,BAHÇELİEVLER,6
2019,2,Doğuş Üniversitesi,20,BAKIRKÖY,1
2020,1,İstanbul Şişli Meslek Yüksekokulu,20,GAZİOSMANPAŞA,1
2019,1,Bolu Abant İzzet Baysal Üniversitesi,20,BAHÇELİEVLER,4
2020,1,Karadeniz Teknik Üniversitesi,22,BAHÇELİEVLER,3
2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,20,KAĞITHANE,4
2020,1,Marmara Üniversitesi,19,FATİH,13
2019,1,Anadolu Üniversitesi,22,ADALAR,1
2020,1,Balıkesir Üniversitesi,24,BAĞCILAR,1
2019,2,İstanbul Üniversitesi-Cerrahpaşa,26,BAĞCILAR,2
2020,1,İstanbul Gelişim Üniversitesi,21,ESENYURT,3
2020,1,İstanbul Üniversitesi-Cerrahpaşa,23,BÜYÜKÇEKMECE,5
2020,1,Gebze Teknik Üniversitesi,21,SANCAKTEPE,2
2019,1,Aksaray Üniversitesi,20,FATİH,1
2019,1,İstanbul Üniversitesi-Cerrahpaşa,19,BAĞCILAR,3
2019,2,İstanbul Medipol Üniversitesi,25,EYÜPSULTAN,1
2020,1,Haliç Üniversitesi,23,EYÜPSULTAN,1
2019,1,İstinye Üniversitesi,22,BAYRAMPAŞA,1
2019,2,Niğde Ömer Halisdemir,21,AVCILAR,1
2020,1,Atatürk Üniversitesi,19,SİLİVRİ,1
2020,1,İstanbul Üniversitesi,24,ÜSKÜDAR,4
2019,1,Çankırı Karatekin Üniversitesi,21,ATAŞEHİR,1
2020,1,Trakya Üniversitesi,22,ÜSKÜDAR,1
2019,1,Bursa Uludağ Üniversitesi,22,ESENYURT,3
2020,1,Bandırma Onyedi Eylül,21,ATAŞEHİR,1
2019,2,Dokuz Eylül Üniversitesi,21,ESENLER,1
2020,1,Bandırma Onyedi Eylül,22,PENDİK,2
2020,1,Düzce Üniversitesi,20,SARIYER,1
2020,1,Yalova Üniversitesi,21,ÜSKÜDAR,2
2019,2,Kütahya Dumlupınar Üniversitesi,22,ÜMRANİYE,2
2019,1,Üsküdar Üniversitesi,21,MALTEPE,4
2019,1,Acıbadem Mehmet Ali Aydınlar Üniversitesi,23,ARNAVUTKÖY,1
2019,2,Erzincan Binali Yıldırım Üniversitesi,21,ESENLER,1
2020,1,Hacettepe Üniversitesi,23,BAŞAKŞEHİR,2
2019,1,Karadeniz Teknik Üniversitesi,23,SANCAKTEPE,1
2020,1,Kadir Has Üniversitesi,22,ŞİŞLİ,1
2019,2,Aydın Adnan Menderes,22,ESENLER,2
2019,1,Kütahya Sağlık Bilimleri Üniversitesi,20,ARNAVUTKÖY,1
2019,2,İstanbul Yeni Yüzyıl Üniversitesi,23,BAŞAKŞEHİR,1
2019,2,Tokat Gaziosmanpaşa,20,BAĞCILAR,1
2019,2,İstanbul Teknik Üniversitesi,23,BAĞCILAR,1
2019,2,Ordu Üniversitesi,20,TUZLA,2
2020,1,Manisa Celâl Bayar Üniversitesi,21,BAŞAKŞEHİR,1
2020,1,İstanbul Medeniyet Üniversitesi,24,TUZLA,1
2019,1,Bolu Abant İzzet Baysal Üniversitesi,19,ESENYURT,2
2019,2,Altınbaş Üniversitesi,23,AVCILAR,1
2019,2,Samsun Üniversitesi,25,GAZİOSMANPAŞA,1
2020,1,Atatürk Üniversitesi,19,KARTAL,1
2019,1,Karamanoğlu Mehmetbey Üniversitesi,22,PENDİK,1
2020,1,İstanbul Teknik Üniversitesi,20,BAKIRKÖY,1
2019,1,İstanbul Kültür Üniversitesi,23,SULTANGAZİ,1
2019,2,Kırklareli Üniversitesi,24,ESENYURT,5
2019,1,Bayburt Üniversitesi,20,PENDİK,1
2019,1,Artvin Çoruh Üniversitesi,24,KÜÇÜKÇEKMECE,1
2020,1,Toros Üniversitesi,21,EYÜPSULTAN,1
2020,1,Çanakkale Onsekiz Mart Üniversitesi,21,BEYOĞLU,4
2020,1,İstanbul Teknik Üniversitesi,21,BEYOĞLU,2
2019,2,Burdur Mehmet Akif Ersoy Üniversitesi,23,BAĞCILAR,1
2020,1,Bartın Üniversitesi,23,ESENLER,2
2019,2,Dokuz Eylül Üniversitesi,26,ESENYURT,1
2019,2,Üsküdar Üniversitesi,20,BAHÇELİEVLER,1
2020,1,Bayburt Üniversitesi,21,TUZLA,1
2020,1,İstinye Üniversitesi,19,ZEYTİNBURNU,2
2019,1,İstanbul Üniversitesi,18,SANCAKTEPE,1
2020,1,İstanbul Bilgi Üniversitesi,19,BAHÇELİEVLER,2
2019,2,Bilecik Şeyh Edebali Üniversitesi,19,ÇEKMEKÖY,1
2020,1,Bezm-İ Âlem Vakıf Üniversitesi,19,EYÜPSULTAN,2
2020,1,İzmir Katip Çelebi Üniversitesi,22,BEYKOZ,1
2020,1,Bursa Teknik Üniversitesi,21,ÜMRANİYE,4
2019,1,İstanbul Gedik Üniversitesi,22,BEYOĞLU,1
2019,1,Giresun Üniversitesi,22,SİLİVRİ,1
2020,1,Türk-Alman Üniversitesi,18,BAYRAMPAŞA,2
2020,1,Altınbaş Üniversitesi,19,BEYOĞLU,1
2019,1,Üsküdar Üniversitesi,23,ESENLER,1
2020,1,İstanbul Rumeli Üniversitesi,20,SİLİVRİ,1
2019,2,Süleyman Demirel Üniversitesi,23,ÜSKÜDAR,1
2019,1,İstanbul Aydın Üniversitesi,22,ESENLER,1
2019,1,Burdur Mehmet Akif Ersoy Üniversitesi,23,BAŞAKŞEHİR,1
2019,2,Çanakkale Onsekiz Mart Üniversitesi,24,KARTAL,1
2019,1,Kocaeli Üniversitesi,20,ESENYURT,1
2019,1,Necmettin Erbakan Üniversitesi,20,BEYKOZ,1
2020,1,Tekirdağ Namık Kemal,19,TUZLA,2
2019,1,İstanbul Teknik Üniversitesi,22,PENDİK,1
2019,1,Tekirdağ Namık Kemal,21,FATİH,3
2020,1,Balıkesir Üniversitesi,20,ŞİLE,1
2020,1,Yıldız Teknik Üniversitesi,22,TUZLA,3
2019,1,İstanbul Esenyurt Üniversitesi,23,GAZİOSMANPAŞA,1
2019,2,Aydın Adnan Menderes,20,MALTEPE,2
2020,1,İstanbul Medeniyet Üniversitesi,19,SULTANGAZİ,6
2020,1,Zonguldak Bülent Ecevit Üniversitesi,20,ÇEKMEKÖY,2
2019,2,Marmara Üniversitesi,24,BEYLİKDÜZÜ,4
2019,2,Yıldız Teknik Üniversitesi,19,GAZİOSMANPAŞA,2
2020,1,İstanbul Üniversitesi-Cerrahpaşa,19,ATAŞEHİR,3
2019,1,Karadeniz Teknik Üniversitesi,21,ÇEKMEKÖY,1
2019,1,Kocaeli Üniversitesi,20,ÜSKÜDAR,3
2019,2,Bursa Uludağ Üniversitesi,24,GÜNGÖREN,2
2020,1,Bursa Uludağ Üniversitesi,19,GAZİOSMANPAŞA,2
2019,2,İstanbul Medeniyet Üniversitesi,22,PENDİK,3
2020,1,Tekirdağ Namık Kemal,24,BÜYÜKÇEKMECE,1
2019,1,Karadeniz Teknik Üniversitesi,20,ARNAVUTKÖY,2
2019,1,Akdeniz Üniversitesi,21,AVCILAR,1
2019,1,Beykoz Üniversitesi,21,ÜSKÜDAR,1
2020,1,Dokuz Eylül Üniversitesi,18,BAŞAKŞEHİR,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,21,BAŞAKŞEHİR,16
2019,1,Sakarya Üniversitesi,23,ESENLER,2
2020,1,İstanbul Teknik Üniversitesi,23,BAHÇELİEVLER,4
2019,2,Kocaeli Üniversitesi,20,TUZLA,4
2019,2,Marmara Üniversitesi,19,KADIKÖY,3
2020,1,Konya Teknik Üniversitesi,20,ESENYURT,1
2019,1,Türk-Alman Üniversitesi,20,ÜSKÜDAR,1
2020,1,Koç Üniversitesi,19,ESENYURT,1
2019,2,Batman Üniversitesi,26,SARIYER,1
2020,1,Muğla Sıtkı Koçman Üniversitesi,21,BAYRAMPAŞA,2
2019,2,Trakya Üniversitesi,21,ÇEKMEKÖY,2
2019,1,Çankırı Karatekin Üniversitesi,20,BAHÇELİEVLER,1
2019,1,Bahçeşehir Üniversitesi,23,GÜNGÖREN,1
2020,1,Yeditepe Üniversitesi,24,BAYRAMPAŞA,1
2019,1,Batman Üniversitesi,21,ÜSKÜDAR,1
2019,1,Ondokuz Mayıs Üniversitesi,20,MALTEPE,1
2020,1,Bursa Teknik Üniversitesi,18,SULTANBEYLİ,1
2020,1,Marmara Üniversitesi,23,ARNAVUTKÖY,3
2020,1,Samsun Üniversitesi,20,BAHÇELİEVLER,2
2020,1,Ankara Yıldırım Beyazıt Üniversitesi,19,BEYKOZ,1
2019,1,İstanbul Sabahattin Zaim Üniversitesi,21,BAHÇELİEVLER,2
2019,1,Yıldız Teknik Üniversitesi,22,ÜMRANİYE,2
2020,1,İstanbul Üniversitesi-Cerrahpaşa,21,SULTANGAZİ,29
2019,1,İstanbul Ticaret Üniversitesi,22,MALTEPE,1
2019,1,Ege Üniversitesi,21,ZEYTİNBURNU,2
2020,1,Doğu Akdeniz Üniversitesi,20,BAŞAKŞEHİR,1
2020,1,Muğla Sıtkı Koçman Üniversitesi,20,GAZİOSMANPAŞA,2
2020,1,İstanbul Ticaret Üniversitesi,22,FATİH,1
2019,1,Manisa Celâl Bayar Üniversitesi,21,AVCILAR,1
2020,1,Trabzon Üniversitesi,21,PENDİK,1
2020,1,İstanbul Gelişim Üniversitesi,18,BEYKOZ,1
2019,2,Atatürk Üniversitesi,25,ESENYURT,1
2019,2,Kocaeli Üniversitesi,20,BAHÇELİEVLER,4
2020,1,Kırıkkale Üniversitesi,21,SANCAKTEPE,2
2019,1,İstanbul Esenyurt Üniversitesi,21,ESENYURT,5
2019,1,Bartın Üniversitesi,22,SANCAKTEPE,1
2019,2,Gümüşhane Üniversitesi,22,AVCILAR,1
2019,2,Yıldız Teknik Üniversitesi,24,BEYLİKDÜZÜ,1
2020,1,Süleyman Demirel Üniversitesi,22,PENDİK,4
2020,1,Necmettin Erbakan Üniversitesi,21,PENDİK,3
2020,1,Doğu Akdeniz Üniversitesi,20,ÜMRANİYE,1
2019,2,Ondokuz Mayıs Üniversitesi,21,ESENLER,2
2019,1,Necmettin Erbakan Üniversitesi,25,KADIKÖY,1
2019,2,Tekirdağ Namık Kemal,19,ZEYTİNBURNU,1
2019,1,Kadir Has Üniversitesi,26,AVCILAR,1
2020,1,İstanbul Ayvansaray Üniversitesi,21,ESENLER,2
2020,1,İstanbul Teknik Üniversitesi,25,FATİH,4
2019,2,Samsun Üniversitesi,21,BAHÇELİEVLER,1
2020,1,Süleyman Demirel Üniversitesi,23,BEYLİKDÜZÜ,1
2019,2,Sağlık Bilimleri Üniversitesi,22,BAŞAKŞEHİR,2
